token	lemma	pos
hu	uw	pron(poss)	
onghemac	ongemak	n(sing)

want	want	conj(subord)	
noit	nooit	adv(neg)	
van	van	adp()	
mi	ik	pron(pers,1,sing)	
tuwaert	te+uwaart	adp()+adv(gener)	
lac	lak	n(sing)

een	een	art(indef)	
stof	stof	n(sing)	
al	al	conj(subord)	
quaemt	komen+het	pron(pers,3,sing)+v(fin,past,lex)	
mi	ik	pron(pers,1,sing)	
inne	in	adp()

alse	als	conj(subord)	
men	men	pron(indef)	
mi	ik	pron(pers,1,sing)	
somwile	somwijl	adv(gener)	
vte+stac	uitsteken	v(fin,past,lex)

wat	wat	pron(inter)	
dochte	deugen	v(fin,past,lex)	
daer+na	daarna	adv(gener)	
smeinschen	de+mens	art(def)+n(sing)	
sac	zak	n(sing)

sijn	zijn	v(fin,pres,aux_cop)	
wel+varen	welvaar	n(sing)	
was	zijn	v(fin,past,aux_cop)	
dinne	dun	adj()

sonder	zonder	adp()	
noot	nood	n(sing)	
maecti	maken+hij	 v(fin,pres,lex)+hij	
ghecrac	gekraak	n(sing)

ende	en	conj(coord)	
werpt	werpen	v(fin,pres,lex)	
vp	op	adp()	
mi	ik	pron(pers,1,sing)	
uwen	uw	pron(poss)	
hac	hak	n(sing)

dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
hu	gij	pron(pers,2,plu)	
vrouwe	vrouw	n(sing)	
kinne	kennen	v(fin,pres,lex)

ende	en	conj(coord)	
mine	mijn	pron(poss)	
coninghinne	koningin	n(sing)

merket	merken	v(imp)	
vrouwe	vrouw	n(sing)	
ende	en	conj(coord)	
besiet	bezien	v(imp)

dat	dat	conj(subord)	
ghi	gij	pron(pers,2,plu)	
ouer	over	adp()	
mi	ik	pron(pers,1,sing)	
ghebiet	gebieden	v(fin,pres,lex)

alse	als	conj(comp)	
ouer	over	adp()	
alle	al	pron(indef)	
huwe	uw	pron(poss)	
lede	lede	n(plu)

menne	men+ne	pron(indef)+adv(neg)	
conde	kunnen	v(fin,past,aux_cop)	
hu	gij	pron(pers,2,plu)	
ghescaden	geschaden	v(infin)	
niet	niet	adv(neg)

waert	zijn+het	v(fin,past,aux_cop)+pron(pers,3,sing)	
so	zo	adv(dem)	
dat	dat	conj(subord)	
ghi	gij	pron(pers,2,sing)	
van	van	adp()	
hu	gij	pron(pers,2,plu)	
sciet	scheiden	v(fin,past,lex)

alle	al	pron(indef)	
dorperhede	dorperheid	n(sing)

maer	maar	conj(coord)	
alse	als	conj(subord)	
ghi	gij	pron(pers,2,plu)	
bi	bij	adp()	
mi	ik	pron(pers,1,sing)	
bespiet	bespieden	v(fin,pres,lex)

dinghen	ding	n(plu)	
die	die	pron(rel)	
ghi	gij	pron(pers,2,sing)	
ane	aan	v(prtcl)	
v	gij	pron(pers,2,plu)	
tiet	tijgen	v(fin,pres,lex)

volghedijs	volgen+du+het	v(fin,past,lex)+pron(pers,3,plu)+pron(pers,3,sing)	
gherne	gaarne	adv(gener)	
mede	mede	adv(gener)

ghi	gij	pron(pers,2,sing)	
sijt	zijn	v(fin,pres,aux_cop)	
alse	als	conj(subord)	
tcrancke	het+krank	art(def)+adj()	
riet	riet	n(sing)

dat	dat	pron(rel)	
den	de	art(def)	
winde	wind	n(sing)	
volghet	volgen	v(fin,pres,lex)	
ende	en	conj(coord)	
vliet	vlieden	v(fin,pres,lex)

hu	uw	pron(poss)	
onghestadichede	ongestadigheid	n(sing)

maect	maken	v(fin,pres,lex)	
hu	gij	pron(pers,2,sing)	
den	de	art(def)	
onvrede	onvrede	n(sing)

dit	dit	pron(dem)	
orloghe	oorlog	n(sing)	
heuet	hebben	v(fin,pres,aux_cop)	
ghevelt	vellen	v(participle,past)

alse	als	conj(subord)	
men	men	pron(indef)	
hare	zij	pron(pers,3,sing)	
den	de	art(def)	
twist	twist	n(sing)	
vertelt	vertellen	v(fin,pres,lex)

vrouwe	vrouw	n(sing)	
redene	reden	n(sing)	
bi	bij	adp()	
besceede	bescheid	n(sing)

beede+gader	beidegader	num(indef)	
soese	zij+zij	pron(pers,3,sing)+pron(pers,3,plu)	
scelt	schelden	v(fin,pres,lex)

elken	elk	pron(indef)	
deelt	delen	v(fin,pres,lex)	
soe	zij	pron(pers,3,sing)	
daer	daar	adv(dem)	
sijn	zijn	pron(poss)	
ghelt	geld	n(sing)

niet	niet	adv(neg)	
ghelike	gelijk	adv(gener)	
beede	beide	num(indef)

baersculdich	baarschuldig	adj()	
soe	zij	pron(pers,3,sing)	
die	de	art(def)	
herte	hart	n(sing)	
spelt	spellen	v(fin,pres,lex)

alse	als	conj(subord)	
diese	die+zij	pron(rel)+pron(pers,3,sing)	
ouer	over	adp()	
voghet	voogd	n(sing)	
helt	houden	v(fin,pres,lex)

ende	en	conj(coord)	
vrouwe	vrouw	n(sing)	
bi	bij	adp()	
haren	haar	pron(poss)	
heede	eed	n(sing)

maer	maar	conj(coord)	
des	de	art(def)	
ongheuals	ongeval	n(sing)	
ghewelt	geweld	n(sing)

dat	dat	pron(dem)	
bi	bij	adp()	
ziene	zien	v(infin)	
therte	het+hart	art(def)+n(sing)	
dwelt	dwellen	v(fin,pres,lex)

tyet	tijgen	v(fin,pres,lex)	
soe	zij	pron(pers,3,sing)	
des	de	art(def)	
oghes	oog	n(sing)	
gheleede	geleide	n(sing)

dus	dus	adv(dem)	
deelet	delen	v(fin,pres,lex)	
soe	zij	pron(pers,3,sing)	
die	de	art(def)	
veede	vede	n(sing)

martin	martijn	n(prop)	
hier+bi	hierbij	pronadv(dem)	
moghestu	mogen+du	v(fin,pres,lex)+pron(pers,2,sing)	
sien	zien	v(infin)

weder	weder	conj(coord)	
die	de	art(def)	
oghen	oog	n(plu)	
therte	het+hart	art(def)+n(sing)	
vlien	vlieden	v(fin,pres,lex)

so	zo	conj(coord)	
therte	het+hart	art(def)+n(sing)	
die	de	art(def)	
oghen	oog	n(plu)

alse	als	conj(subord)	
therte	het+hart	art(def)+n(sing)	
wille	wil	v(fin,pres,aux_cop)	
ontien	onttijgen	v(infin)

om	om	adp()	
niet	niet	adv(neg)	
dan	dan	conj(comp)	
die	de	art(def)	
oghen	oog	n(plu)	
spien	spieden	v(fin,pres,lex)

daer	daar	pronadv(dem)	
nes	ne+zijn	adv(neg)+v(fin,pres,aux_cop)	
gheen	geen	pron(indef)	
ghedoghen	gedogen	v(infin)

maer	maar	conj(coord)	
hets	het+zijn	pron(pers,3,sing)+v(fin,pres,aux_cop)	
emmer	immer	adv(gener)	
der	de	art(def)	
herten	hart	n(sing)	
plien	plegen	v(infin)

alst	als+het	conj(subord)+pron(pers,3,sing)	
dor	door	adp()	
doghen	de+oog	art(def)+n(plu)	
siet	zien	v(fin,pres,lex)	
desen	deze	pron(dem)	
of	of	conj(subord)	
dien	die	pron(dem)

daert	daar+het	pronadv(rel)+pron(pers,3,sing)	
hem	hij	pron(pers,3,sing)	
toe	toe	pronadv(rel)	
wille	wil	v(fin,pres,aux_cop)	
boghen	bogen	v(infin)

so	zo	adv(resum)	
moet	moeten	v(fin,pres,aux_cop)	
al	al	num(indef)	
sijn	zijn	pron(poss)	
wille	wil	n(sing)	
ghescien	geschieden	v(infin)

toghe	het+oog	art(def)+n(sing)	
moet	moeten	v(fin,pres,aux_cop)	
lyen	lijden	v(infin)	
ende	en	conj(coord)	
ghien	gie‘n	v(infin)

daer+dore	daardoor	pronadv(rel)	
quam	komen	v(fin,past,aux_cop)	
ghevloghen	vliegen	v(participle,past)

minne	min	n(sing)	
int	in+dat	adp()+art(def)	
vertoghen	vertogen	n(sing)

iacop	jacob	n(prop)	
dine	dijn	pron(poss)	
redene	reden	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
claer	klaar	adj()

al	al	conj(subord)	
dinct	dunken	v(fin,pres,lex)	
soe	zij	pron(pers,3,sing)	
den+ghenen	degene	pron(dem)	
zwaer	zwaar	adj()

die	die	pron(rel)	
lettel	luttel	adv(gener)	
ghevroeden	gevroeden	v(fin,pres,lex)

ic	ik	pron(pers,1,sing)	
weet	weten	v(fin,pres,lex)	
dat	dat	conj(subord)	
wel	wel	adv(gener)	
ouer+waer	overwaar	adv(gener)

die	de	art(def)	
ziele	ziel	n(sing)	
ware	zijn	v(fin,past,aux_cop)	
al	al	adv(gener)	
sonder	zonder	adp()	
vaer	vaar	n(sing)

ende	en	conj(coord)	
in	in	adp()	
sekerre	zeker	adj()	
hoeden	hoede	n(sing)

wilde	willen	v(fin,past,aux_cop)	
therte	dat+hart	art(def)+n(sing)	
maken	maken	v(infin)	
ommaer	onmaar	adj()

daer	daar	pronadv(rel)	
hare	zij	pron(pers,3,sing)	
die	de	art(def)	
oghen	oog	n(plu)	
sendden	zenden	v(fin,past,lex)	
naer	naar	adv(gener)

niemen	niemand	pron(indef)	
dorstem	durven+hij	v(fin,past,aux_cop)+pron(pers,3,sing)	
vermoeden	vermoeden	v(infin)

dat	dat	conj(subord)	
hi	hij	pron(pers,3,sing)	
beuen	beven	v(infin)	
soude	zullen	v(fin,past,aux_cop)	
daer	daar	pronadv(rel)

ende	en	conj(coord)	
wisen	wijzen	v(infin)	
ten	te+de	adp()+art(def)	
gloeden	gloed	n(plu)

die	die	pron(rel)	
hier	hier	adv(dem)	
ten	te+de	adp()+art(def)	
sonden	zonde	n(plu)	
spoeden	spoeden	v(fin,past,lex)

berecht	berechten	v(imp)	
mi	ik	pron(pers,1,sing)	
jacop	jacob	n(prop)	
oftu	of+du	conj(subord)+pron(pers,2,sing)	
wout	willen	v(fin,pres,lex)

weder	weder	conj(coord)	
es	zijn	v(fin,pres,aux_cop)	
sekerst	zeker	adj()	
int	in+dat	adp()+art(def)	
behout	behoud	n(sing)

rijcheit	rijkheid	n(sing)	
so	zo	conj(coord)	
aermoede	armoede	n(sing)

eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
leec	leek	n(sing)	
clerc	klerk	n(sing)	
ionc	jong	adj()	
of	of	conj(coord)	
hout	oud	adj()

het	het	pron(pers,3,sing)	
dinc	dunken	v(fin,pres,lex)	
mi	ik	pron(pers,1,sing)	
wesen	wezen	v(infin)	
gader+gout	gadergoud	n(sing)

al	al	pron(indef)	
staet	staan	v(fin,pres,lex)	
naer	na	v(prtcl)	
den	dat	art(def)	
goede	goed	n(sing)

aermoede	armoede	n(sing)	
prijstmen	prijzen+men	v(fin,pres,lex)+pron(indef)	
menich+fout	menigvoud	adj()

men	men	pron(indef)	
seghet	zeggen	v(fin,pres,lex)	
soe	zij	pron(pers,3,sing)	
es	zijn	v(fin,pres,aux_cop)	
seker	zeker	adj()	
ende	en	conj(coord)	
bout	boud	adj()

vor	voor	adp()	
rouers	rover	n(plu)	
sonder	zonder	adp()	
hoede	hoede	n(sing)

doch	doch	adv(gener)	
minnen	minnen	v(fin,pres,lex)	
si	zij	pron(pers,3,plu)	
vor	voor	adp()	
dwater	dat+water	art(def)+n(sing)	
smout	smout	n(sing)

si	zij	pron(pers,3,plu)	
scuwen	schuwen	v(fin,pres,lex)	
hongher	honger	n(sing)	
ende	en	conj(coord)	
cout	koude	n(sing)

eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
alsic	als+ik	conj(comp)+pron(pers,1,sing)	
mi	ik	pron(pers,1,sing)	
gheuroede	gevroeden	v(fin,past,lex)

so	zo	adv(gener)	
dolen	dolen	v(fin,pres,lex)	
dese	deze	pron(dem)	
vroede	vroed	adj()

martin	martijn	n(prop)	
ic	ik	pron(pers,1,sing)	
mete	meten	v(fin,pres,lex)	
di	du	pron(pers,2,sing)	
vul	vol	v(prtcl)	
dit	dit	pron(dem)	
vat	vat	n(sing)

vpten	op+de	adp()+art(def)	
stoel	stoel	n(sing)	
daer	daar	adv(rel)	
moyses	mozes	n(prop)	
sat	zitten	v(fin,past,lex)

daer	daar	adv(rel)	
sitten	zitten	v(infin)	
die	de	pron(rel)	
gheleerde	geleerd	adj()

dat	dat	pron(rel)	
si	zij	pron(pers,3,plu)	
wisen	wijzen	v(fin,pres,lex)	
doe	doen	v(imp)	
al	al	num(indef)	
dat	dat	pron(dem)

si	zij	pron(pers,3,plu)	
wisen	wijzen	v(fin,pres,lex)	
bi	bij	adp()	
den	de	art(def)	
rechten	recht	adj()	
pat	pad	n(sing)

wel	wel	adv(gener)	
hem	hij	pron(pers,3,sing)	
diere	die+er	pron(rel)+pronadv(pers)	
hem	hij	pron(pers,3,sing)	
an+keerde	aankeren	v(fin,past,lex)

maer	maar	conj(coord)	
in	in	adp()	
wel+deene	weldoen	v(infin)	
sijn	zijn	v(fin,pres,aux_cop)	
si	zij	pron(pers,3,plu)	
lat	lat	adj()

si	zij	pron(pers,3,plu)	
heeten	heten	v(fin,pres,aux_cop)	
vasten	vasten	v(infin)	
si	zij	pron(pers,3,plu)	
sijn	zijn	v(fin,pres,aux_cop)	
sat	zat	adj()

ne	ne	adv(neg)	
volghe	volgen	v(imp)	
niet	niet	adv(neg)	
sulken	zulk	pron(dem)	
heerde	herder	n(sing)

sine	zij+ne	pron(pers,3,sing)+adv(neg)	
minnen	minnen	v(fin,pres,lex)	
niet	niet	adv(neg)	
vorden	voor+de	adp()+art(def)	
scat	schat	n(sing)

haer	haar	pron(poss)	
hant	hand	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
altoes	altoos	adv(gener)	
sonder	zonder	adp()	
gat	gat	n(sing)

noint	nooit	adv(indef)	
volc	volk	n(sing)	
was	zijn	v(fin,past,aux_cop)	
bouen	boven	adp()	
der	de	art(def)	
erde	aarde	n(sing)

dat	dat	pron(rel)	
meer	meer	num(indef)	
goeds	goed	n(sing)	
begherde	begeren	v(fin,past,lex)

die	de	pron(rel)	
meerre	meer	num(indef)	
menechte	menigte	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
dus+daen	dusdan	pron(dem)

doch	toch	adv(gener)	
vint	vinden	v(fin,pres,lex)	
mer	men+er	pron(indef)+pronadv(pers)	
sonder	zonder	adp()	
waen	waan	n(sing)

al	al	conj(subord)	
sijn	zijn	v(fin,pres,aux_cop)	
si	zij	pron(pers,3,plu)	
selsiene	zelsen	adj()

die	die	pron(rel)	
den	de	art(def)	
erdschen	aards	adj()	
goede	goed	n(sing)	
ontgaen	ontgaan	v(infin)

ende	en	conj(coord)	
aermoede	armoede	n(sing)	
anevaen	aanvangen	v(infin)

bi	bij	adp()	
heleghen	heilig	adj()	
engiene	engien	n(sing)

si	zij	pron(pers,3,plu)	
lieten	laten	v(fin,past,lex)	
hem	hij	pron(pers,3,sing)	
bluwen	blouwen	v(infin)	
ende	en	conj(coord)	
slaen	slaan	v(infin)

tormenteren	tormenteren	v(infin)	
ende	en	conj(coord)	
vaen	vangen	v(infin)

omme	om	adp()	
die	de	art(def)	
helle	hel	n(sing)	
tontvliene	te+ontvlieden	adp()+v(infin)

hier+in	hierin	pronadv(dem)	
waert	zijn+het	v(fin,past,aux_cop)	
sekerst	zeker	adj()	
vulstaen	volstaan	v(participle,past)

want	want	conj(subord)	
dien	die	pron(rel)	
hem	hij	pron(pers,3,sing)	
in	in	adp()	
dit	dit	pron(dem)	
doepsel	doopsel	n(sing)	
dwaen	dwaan	v(infin)

sijn	zijn	v(fin,pres,aux_cop)	
seker	zeker	adj()	
gode	god	n(prop)	
te	te	adp()	
ziene	zien	v(infin)

noch	noch	conj(coord)	
niet	niet	adv(neg)	
te	te	adp()	
messchiene	misschieden	v(infin)

die	de	art(def)	
gods	god	n(prop)	
sone	zoon	n(sing)	
toghet	togen	v(fin,pres,lex)	
ons	wij	pron(pers,1,plu)	
dat	dat	pron(dem)

die	de	pron(rel)	
euen+gheweldich	evengeweldig	adj()	
sit	zitten	v(fin,pres,lex)	
ende	en	conj(coord)	
sat	zitten	v(fin,past,lex)

den	de	art(def)	
vader	vader	n(sing)	
in	in	adp()	
sijn	zijn	pron(poss)	
rike	rijk	n(sing)

hi	hij	pron(pers,3,sing)	
beete	beten	v(fin,past,lex)	
in	in	adp()	
dese	deze	pron(dem)	
aerme	arm	adj()	
stat	stad	n(sing)

inder	in+de	adp()+art(def)	
reynre	rein	n(sing)	
marien	maria	n(prop)	
vat	vat	n(sing)

harde	hard	adv(gener)	
omoedelike	ootmoedelijk	adv(gener)

daer	daar	adv(rel)	
hi	hij	pron(pers,3,sing)	
cume	kuim	adv(gener)	
soghes	zog	n(sing)	
was	zijn	v(fin,past,aux_cop)	
sat	zat	adj()

ende	en	conj(coord)	
ghedoghede	gedogen	v(fin,past,lex)	
meneghen	menig	num(indef)	
gadsat	godsat	n(sing)

van	van	adp()	
sinen	zijn	pron(poss)	
onghelike	ongelijke	n(sing)

dat	dat	conj(subord)	
aermoede	armoede	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
een	een	art(indef)	
pat	pad	n(sing)

die	die	pron(rel)	
dor	door	adp()	
den	de	art(def)	
hemel	hemel	n(sing)	
maect	maken	v(fin,pres,lex)	
een	een	art(indef)	
gat	gat	n(sing)

ende	en	conj(coord)	
soe	zij	pron(pers,3,sing)	
niet	niet	adv(neg)	
en	ne	adv(neg)	
beswike	bezwijken	v(fin,pres,lex)

die	die	pron(rel)	
hare	zij	pron(pers,3,sing)	
met	met	adp()	
trouwen	trouw	n(sing)	
wike	wijken	v(fin,pres,lex)

vvaenstu	wanen+du	v(fin,pres,lex)+pron(pers,2,sing)	
martin	martijn	n(prop)	
weeldich	weeldig	adj()	
vet	vet	adj()

ende	en	conj(coord)	
ghecleet	kleden	v(participle,past)	
nv	nu	adv(dem)	
wel	wel	adv(gener)	
nv	nu	adv(dem)	
bet	bet	adv(gener)

varen	varen	v(infin)	
int	in+dat	adp()+art(def)	
langhe	lang	adj()	
leuen	leven	n(sing)

ende	en	conj(coord)	
jhesus	jezus	n(prop)	
naect	naakt	adv(gener)	
int	in+dat	adp()+art(def)	
bloet	bloed	n(sing)	
besmet	besmetten	v(participle,past)

ende	en	conj(coord)	
sine	zijn	pron(poss)	
rechtre	rechter	adj()	
side	zijde	n(sing)	
ghesplet	splijten	v(participle,past)

ende	en	conj(coord)	
an	aan	adp()	
thout	dat+hout	art(def)+n(sing)	
verheuen	verheffen	v(participle,past)

of	of	conj(coord)	
thouet	dat+hoofd	art(def)+n(sing)	
van	van	adp()	
onser	ons	pron(poss)	
wet	wet	n(sing)

met	met	adp()	
scarpen	scherp	adj()	
dornen	doorn	n(plu)	
was	zijn	v(fin,past,aux_cop)	
beset	bezetten	v(participle,past)

alset	als+het	conj(subord)+pron(pers,3,sing)	
noch	nog	adv(gener)	
es	zijn	v(fin,pres,aux_cop)	
bescreuen	beschrijven	v(participle,past)

eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
dattu	dat+du	conj(subord)+pron(pers,2,sing)	
wilt	willen	v(fin,pres,aux_cop)	
sijn	zijn	v(infin)	
sijn	zijn	pron(poss)	
let	lid	n(sing)

magherlike	magerlijk	adv(gener)	
drinc	drinken	v(imp)	
ende	en	conj(coord)	
et	eten	v(imp)

leere	leer	v(imp)	
weelde	weelde	n(sing)	
begheuen	begeven	v(infin)

oftu	of+du	conj(subord)+pron(pers,2,sing)	
moets	moeten	v(fin,pres,aux_cop)	
zware	zwaar	adv(gener)	
sneuen	sneven	v(infin)

niet	niet	adv(neg)	
en	ne	adv(neg)	
segghic	zeggen+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
dat	dat	conj(subord)	
rijcheit	rijkheid	n(sing)	
sent	zenden	v(fin,pres,lex)

die	de	art(def)	
zielen	ziel	n(plu)	
inden	in+de	adp()+art(def)	
torment	torment	n(sing)

vp+dat	opdat	conj(subord)	
ment	men+het	pron(indef)+pron(pers,3,sing)	
nutte	nutten	v(fin,pres,lex)	
met	met	adp()	
rechte	recht	n(sing)

maer	maar	conj(coord)	
sekerst	zeker	adj()	
es	zijn	v(fin,pres,aux_cop)	
vlien	vlieden	v(infin)	
dat	dat	art(def)	
serpent	serpent	n(sing)

dan	dan	conj(comp)	
te	te	adp()	
wandelen	wandelen	v(infin)	
daer+om+trent	daaromtrent	pronadv(dem)

dat	dat	conj(subord)	
het	het	pron(pers,3,sing)	
di	du	pron(pers,2,sing)	
niet	niet	adv(neg)	
bevlechte	bevlechten	v(fin,past,lex)

maer	maar	conj(coord)	
rijcheit	rijkheid	n(sing)	
maect	maken	v(fin,pres,lex)	
den	de	art(def)	
mensche	mens	n(sing)	
so	zo	adv(dem)	
blent	blind	adj()

dat	dat	conj(subord)	
hi	hij	pron(pers,3,sing)	
gode	god	n(sing)	
nine	niene	adv(neg)	
kent	kennen	v(fin,pres,lex)

dus	dus	adv(dem)	
sceet	scheiden	v(fin,past,lex)	
men	men	pron(indef)	
vanden	van+de	adp()+art(def)	
lechte	licht	n(sing)

ende	en	conj(coord)	
wert	worden	v(fin,pres,aux_cop)	
van	van	adp()	
leuene	leven	n(sing)	
een	een	art(indef)	
rent	rund	n(sing)

daer	daar	adv(dem)	
valt	vallen	v(fin,pres,lex)	
men	men	pron(indef)	
inden	in+de	adp()+art(def)	
helschen	hels	adj()	
scent	schende	n(sing)

dus	dus	adv(dem)	
bringhet	brengen	v(fin,pres,lex)	
in	in	adp()	
die	de	art(def)	
echte	hecht	n(sing)

die	de	art(def)	
duuel	duivel	n(sing)	
sine	zijn	pron(poss)	
knechte	knecht	n(plu)

iacop	jacob	n(prop)	
du	du	pron(pers,2,sing)	
spreex	spreken	v(fin,past,lex)	
wel	wel	adv(gener)	
ende	en	conj(coord)	
waer	waar	adv(gener)

maer	maar	conj(coord)	
die	de	art(def)	
wech	weg	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
nauwe	nauw	adj()	
ende	en	conj(coord)	
zwaer	zwaar	adj()

ende	en	conj(coord)	
zeere	zeer	adv(gener)	
onghetreden	ongetreden	adj()

met	met	adp()	
aermoeden	armoede	n(sing)	
te	te	adp()	
clemmene	klimmen	v(infin)	
daer	daar	pronadv(rel)

daer	daar	adv(rel)	
men	men	pron(indef)	
leuet	leven	v(fin,pres,lex)	
sonder	zonder	adp()	
vaer	vaar	n(sing)

in	in	adp()	
eeweliken	eeuwelijk	adj()	
vreden	vrede	n(sing)

martin	martijn	n(prop)	
so	zo	adv(resum)	
trec	trekken	v(imp)	
die	de	art(def)	
aerme	arm	n(plu)	
naer	naar	adp()

deele	delen	v(imp)	
hem	hij	pron(refl,3,sing)	
stille	stil	adv(gener)	
ende	en	conj(coord)	
openbaer	openbaar	adv(gener)

van	van	adp()	
dire	dijn	pron(poss)	
weeldicheden	weeldigheid	n(sing)

eere	eren	v(imp)	
der	de	art(def)	
kerken	kerk	n(sing)	
enten	en+de	conj(coord)+art(def)	
outaer	altaar	n(sing)

het	het	pron(pers,3,sing)	
wert	worden	v(fin,pres,aux_cop)	
ten	te+de	adp()+art(def)	
joncsten	jongsten	adj()	
daghe	dag	n(sing)	
claer	klaar	adj()

daer	daar	adv(rel)	
di	du	pron(pers,2,sing)	
god	god	n(sing)	
sal	zullen	v(fin,pres,aux_cop)	
besteden	besteden	v(infin)

met	met	adp()	
sinen	zijn	pron(poss)	
lieuen	lief	adj()	
leden	lede	n(plu)

die	de	art(def)	
wech	weg	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
nauwe	nauw	adj()	
ende	en	conj(coord)	
hooch	hoog	adj()

daer	daar	pronadv(rel)	
jhesus	jezus	n(prop)	
bi	bij	pronadv(rel)	
te	te	adp()	
hemele	hemel	n(sing)	
vlooch	vliegen	v(fin,past,lex)

dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
passie	passie	n(sing)	
ende	en	conj(coord)	
aermoede	armoede	n(sing)

oftu	of+du	conj(subord)+pron(pers,2,sing)	
meer	meer	adv(gener)	
hebs	hebben	v(fin,pres,aux_cop)	
dan	dan	conj(comp)	
di	du	pron(pers,2,sing)	
dooch	deugen	v(fin,pres,lex)

om	om	adp()	
die	de	art(def)	
gods	god	n(sing)	
hulde	hulde	n(sing)	
pooch	pogen	v(imp)

deele	delen	v(imp)	
van	van	adp()	
dinen	dijn	pron(poss)	
goede	goed	n(sing)

dine	dijn	pron(poss)	
fiere	fier	adj()	
herte	hart	n(sing)	
booch	bogen	v(imp)

ten	te+de	adp()+art(def)	
armen	arm	adj()	
mensche	mens	n(sing)	
ende	en	conj(coord)	
pooch	pogen	v(imp)

ontfaermcheit	ontfermigheid	n(sing)	
van	van	adp()	
moede	gemoed	n(sing)

god	god	n(sing)	
selue	zelf	pron(dem)	
die	die	pron(rel)	
noit	nooit	adv(neg)	
ende	en	conj(coord)	
loech	liegen	v(fin,past,lex)

enten	en+de	conj(coord)+art(def)	
milden	mild	adj()	
noit	nooit	adv(neg)	
bedroech	bedriegen	v(fin,past,lex)

sette	zetten	v(fin,past,lex)	
di	du	pron(pers,2,sing)	
in	in	adp()	
siere	zijn	pron(poss)	
hoede	hoede	n(sing)

buten	buiten	adp()	
des	de	art(def)	
viants	vijand	n(sing)	
roede	roede	n(sing)

iacop	jacob	n(prop)	
die	de	art(def)	
weerelt	wereld	n(sing)	
maect	maken	v(fin,pres,lex)	
ghescal	geschal	n(sing)

ende	en	conj(coord)	
thyent	tijgen+het	v(fin,pres,lex)+pron(pers,3,sing)	
den	de	art(def)	
vrouwen	vrouw	n(plu)	
al	al	adv(gener)

dat	dat	conj(subord)	
wi	wij	pron(pers,1,plu)	
in	in	adp()	
sonden	zonde	n(plu)	
sneuen	sneven	v(infin)

want	want	conj(subord)	
yeue	eva	n(prop)	
viel	vallen	v(fin,past,lex)	
den	de	art(def)	
eersten	eerst	num(ord)	
val	val	n(sing)

daer	daar	pronadv(rel)	
wi	wij	pron(pers,1,plu)	
omme	om	pronadv(rel)	
int	in+dat	adp()+art(def)	
erdsche	aards	adj()	
dal	dal	n(sing)

noch	nog	adv(gener)	
alle	al	pron(indef)	
sijn	zijn	v(fin,pres,aux_cop)	
verdreuen	verdrijven	v(participle,past)

so	zo	adv(dem)	
segghen	zeggen	v(fin,pres,lex)	
si	zij	pron(pers,3,plu)	
groot	groot	adj()	
ende	en	conj(coord)	
smal	smal	adj()

dat	dat	conj(subord)	
soe	zij	pron(pers,3,sing)	
adame	adam	n(prop)	
therte	dat+hart	art(def)+n(sing)	
stal	stelen	v(fin,past,lex)

die	die	pron(rel)	
hem	hij	pron(refl,3,sing)	
hare	zij	pron(pers,3,sing)	
liet	laten	v(fin,past,lex)	
vergheuen	vergeven	v(participle,past)

sech	zeggen	v(imp)	
mi	ik	pron(pers,1,sing)	
wien	wie	pron(inter)	
men	men	pron(indef)	
thyen	tijgen	v(infin)	
sal	zullen	v(fin,pres,aux_cop)

dit	dit	pron(dem)	
verlies	verlies	n(sing)	
sonder	zonder	adp()	
ghetal	getal	n(sing)

daer	daar	pronadv(dem)	
wi	wij	pron(pers,1,plu)	
in	in	pronadv(dem)	
moeten	moeten	v(fin,pres,aux_cop)	
sneuen	sneven	v(infin)

alse	als	conj(subord)	
enden	einden	v(infin)	
sal	zullen	v(fin,pres,aux_cop)	
dit	dit	pron(dem)	
leuen	leven	n(sing)

martin	martijn	n(prop)	
die+ghene	degene	pron(dem)	
en	ne	adv(neg)	
es	zijn	v(fin,pres,aux_cop)

die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
tyet	tijgen	v(fin,pres,lex)	
dat	dat	conj(subord)	
hi	hij	pron(pers,3,sing)	
m	misdoen	v(fin,pres,lex)

kent	kennen	v(fin,pres,lex)	
